GPIN,PIN_ALL,PIN_Count,Oldest_Structure,Largest_Structure_SqFT,UseCode_All,Max_UseCodeRisk,Source_All
NA,010001900 | 010001900 | 010001900 | 170091200 | 170091200 | 260097000 | 260097000 | 280009000 | 280009100 | 280009100 | 2800371A0 | 2800371B0 | 280038000 | 280038000 | 280080A00 | 320195000 | 340090500 | 340090700 | 340090700 | 340090700 | 47000212L | 530064A00 | 530155LA0 | 530155LB0 | 530155LC0 | 530155LD0 | 530155LE0 | 530155LF0 | 540123000 | 590149200 | 320197000 | 020025A00 | 050116000 | 050116A00 | 050116B00 | 050116C00 | 050116D00 | 050116E00 | 050116F00 | 070555000 | 080011L00 | 080555000 | 090555000 | 100060L00 | 100061L00 | 100065000 | 100070000 | 1000811L0 | 100082L00 | 100555000 | 110102200 | 110102300 | 110102400 | 110102500 | 110102600 | 110102700 | 110555000 | 120003T00 | 16000 | 16001 | 16002 | 16003 | 16004 | 16005 | 16006 | 16007 | 16008 | 16009 | 16010 | 16011 | 16012 | 16013 | 16014 | 16015 | 16016 | 16017 | 16018 | 16019 | 16020 | 16021 | 16022 | 16023 | 16024 | 16025 | 16026 | 16027 | 16028 | 16029 | 16031 | 16034 | 16035 | 160555000 | 22A003000 | 22B163AL0 | 22B163BL0 | 22B177000 | 22B178000 | 22B180000 | 230035200 | 2300947L0 | 250003A00 | 250069000 | 260002000 | 260035000 | 260116000 | 260116100 | 280080B00 | 280080C00 | 280555000 | 290006000 | 290008000 | 290070200 | 290146000 | 290149000 | 290264L00 | 290266015 | 290266100 | 290266A00 | 290266C00 | 290272100 | 290555000 | 300004000 | 300555000 | 310004000 | 310555000 | 320026A00 | 320191000 | 320555000 | 340085100 | 340087000 | 340555000 | 350048000 | 350061000 | 350555000 | 400009100 | 410063001 | 41B005A00 | 430555000 | 43A555000 | 43B555000 | 43C555000 | 440555000 | 450017500 | 450555000 | 460555000 | 470017BO0 | 48A039038 | 48A039054 | 500059002 | 500059003 | 520185300 | 520185500 | 530131L00 | 530555000 | 540032000 | 540052000 | 540054000 | 540121000 | 540140000 | 540157000 | 540555000 | 550073120 | 55A133000 | 560016000 | 5600404AA | 560555000 | 570157001 | 570555000 | 580306000 | 580555000 | 5900991L0 | 590375000 | 590375100 | 600081800 | 600091000 | 600120A00 | 600120B00 | 600120C00 | 600121000 | 600122400 | 600122500 | 600122600 | 600122700 | 610079200 | 610079500 | 170018004 | 170018005 | 170018006 | 170091300 | 170555000 | 17A018A00 | 17A018A00 | 17A555000 | 180555000 | 18A555000 | 200021000 | 200130001 | 200247000 | 200264400 | 210555000 | 21B004300 | 220018200 | 220019200 | 220020200 | 220021000 | 220022000,206,0,24346,Office Building | Office Building | Office Building | Apartments 1-10 units | Apartments 1-10 units | Condo Common Area | Condo Common Area | Restaurant | Retail Store | Retail Store | Office | Bank | Bank | Bank | Office Building | Office Building | Storage Warehouse | Service Repair Garage | Service Repair Garage | Service Repair Garage | Day Care Center | Retail Store | Office Building | Office Building | Office Building | Office Building | Office Building | Office Building | Day Care Center | Convenience Market | Commercial | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Commercial (B1-B3) | Vacant Commercial (B1-B3) | Parking Lot | Vacant Land | Vacant Commercial (B1-B3) | Office Building | Vacant Land | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Vacant Land | Vacant Land | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Condo Main | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Single Family Attached | Single Family Attached | Apartments over 20 units | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Condominium | Condominium | Vacant Land | Vacant Land | Parking Lot | Vacant Land | Vacant Land | Vacant Land | NA | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Dormitory | Parking Lot | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Single Family | Vacant Land | Apartments 1-10 units | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Fire Station (staff) | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Parking Lot | Vacant Land | Vacant Land | Single Family | Vacant Land | Single Family | Single Family-1 Conversion | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Single Family | NA | Vacant Land | Vacant Land | Vacant Land | Single Family | Vacant Land | Vacant Land | Single Family | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Single Family | Vacant Land | Duplex | Duplex | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Vacant Land | Condo Common Area | Condo Common Area | Condo Common Area | Condo Common Area | Condo Common Area,NA,Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Commercial | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential
10,42C107000,1,1972,NA,Single Family,1,Residential
100,42C059000,1,1968,NA,Single Family,1,Residential
1000,41A001110,1,1985,NA,Single Family,1,Residential
10000,180023000 | 180023000,2,1919,NA,Single Family-1 Conversion | Single Family-1 Conversion,1,Residential | Residential
10001,220136000,1,1952,NA,Single Family,1,Residential
10002,560114000,1,1920,NA,Single Family,1,Residential
10003,220168000,1,1952,NA,Single Family,1,Residential
10004,55A094300,1,1971,NA,Single Family Attached,2,Residential
10005,180010000 | 180010000,2,1936,NA,Single Family-1 Conversion | Single Family-1 Conversion,1,Residential | Residential
10006,240107000,1,1961,NA,Single Family,1,Residential
10007,270091260,1,2003,NA,Single Family,1,Residential
10008,55A132000,1,2018,NA,Single Family,1,Residential
10009,210120000,1,1929,NA,Single Family,1,Residential
1001,41A087000,1,1956,NA,Single Family,1,Residential
10010,55A122000,1,1900,NA,Single Family,1,Residential
10011,240039000,1,1963,NA,Duplex,1,Residential
10013,570032000,1,1940,NA,Single Family,1,Residential
10014,250043000,1,1925,NA,Single Family,1,Residential
10015,560111000,1,1947,NA,Single Family,1,Residential
10016,180021000,1,1959,NA,Single Family,1,Residential
10017,580202000,1,1920,NA,Single Family-1 Conversion,1,Residential
10018,210059000,1,1931,NA,Single Family,1,Residential
10019,240083000,1,1965,NA,Single Family-1 Conversion,1,Residential
1002,42A046000,1,1957,NA,Single Family,1,Residential
10020,570047000,1,1925,NA,Apartments 1-10 units,2,Commercial
10021,210105000,1,1960,NA,Single Family,1,Residential
10022,22A016000,1,1964,NA,Single Family,1,Residential
10023,220113000,1,1953,NA,Single Family,1,Residential
10024,220108000,1,1950,NA,Single Family,1,Residential
10025,240218000,1,1978,NA,Single Family Attached,2,Residential
10026,240141000,1,1979,NA,Single Family Attached,2,Residential
10027,580230000,1,1935,NA,Single Family,1,Residential
10028,590002000,1,1900,NA,Single Family,1,Residential
10029,240192000,1,1978,NA,Single Family Attached,2,Residential
10030,590010000,1,1940,NA,Single Family,1,Residential
10031,580238000,1,1940,NA,Single Family,1,Residential
10032,250040000,1,1945,NA,Single Family,1,Residential
10033,560030000,1,2004,NA,Duplex,1,Residential
10034,250067000,1,1945,NA,Single Family,1,Residential
10035,580192000,1,1920,NA,Single Family,1,Residential
10036,270091280,1,2004,NA,Single Family,1,Residential
10037,570034000,1,NA,NA,Vacant Land,0,Residential
10038,180011000,1,1936,NA,Single Family,1,Residential
10039,240063000,1,1958,NA,Single Family,1,Residential
1004,41A049000,1,1950,NA,Single Family,1,Residential
10040,570151100,1,NA,NA,Vacant Land,0,Residential
10041,220137000,1,1952,NA,Single Family,1,Residential
10042,250044000 | 250044000,2,1925,NA,Vacant Land | Vacant Land,0,Residential | Residential
10043,55A0942A0,1,1971,NA,Single Family Attached,2,Residential
10044,580203000,1,1920,NA,Single Family,1,Residential
10046,220167000,1,1957,NA,Single Family,1,Residential
10047,240090000,1,1969,NA,Single Family,1,Residential
10048,240078000,1,1968,NA,Single Family-1 Conversion,1,Residential
10049,22A015000,1,1963,NA,Single Family,1,Residential
1005,41A069000,1,1948,NA,Single Family,1,Residential
10050,240108000,1,1961,NA,Duplex,1,Residential
10051,210129000,1,1947,NA,Single Family,1,Residential
10052,240097000,1,1958,NA,Single Family-1 Conversion,1,Residential
10053,560114100,1,1885,NA,Single Family,1,Residential
10054,590001B00,1,1920,NA,Single Family,1,Residential
10055,22A014000,1,1974,NA,Single Family,1,Residential
10056,590011000,1,1920,NA,Single Family,1,Residential
10057,18A001000,1,1952,NA,Single Family,1,Residential
10058,580231000,1,1935,NA,Single Family,1,Residential
10059,580191000,1,1920,NA,Single Family,1,Residential
1006,41A001120,1,1985,NA,Single Family,1,Residential
10060,22A013000,1,1974,NA,Single Family,1,Residential
10062,240219000,1,1978,NA,Single Family Attached,2,Residential
10063,580237000,1,1920,NA,Single Family-1 Conversion,1,Residential
10064,570033000,1,1945,NA,Single Family,1,Residential
10065,240040000,1,1963,NA,Single Family,1,Residential
10066,240191000,1,1979,NA,Single Family Attached,2,Residential
10067,22A012000,1,1975,NA,Single Family,1,Residential
10068,240142000,1,1979,NA,Single Family Attached,2,Residential
10069,180020000,1,1943,NA,Single Family,1,Residential
1007,43B052000,1,1961,NA,Single Family,1,Residential
10070,570037000,1,1920,NA,Single Family,1,Residential
10071,55A123000,1,1920,NA,Single Family,1,Residential
10072,22A011000,1,1963,NA,Single Family,1,Residential
10073,570048000,1,1989,NA,Single Family Attached,2,Residential
10074,22A010000,1,NA,NA,Vacant Land,0,Residential
10076,270091100 | 270091100,2,1920,NA,Vacant Land | Vacant Land,0,Residential | Residential
10077,210119000,1,1929,NA,Single Family,1,Residential
10078,250045000,1,1925,NA,Duplex,1,Residential
10079,18A003000,1,1920,NA,Single Family-1 Conversion,1,Residential
1008,43B040000,1,1959,NA,Single Family,1,Residential
10080,22A009000,1,1962,NA,Single Family,1,Residential
10081,22A008000,1,1972,NA,Duplex,1,Residential
10082,580204000,1,1920,NA,Single Family,1,Residential
10083,250039000,1,1910,NA,Single Family,1,Residential
10085,220109000,1,1950,NA,Single Family,1,Residential
10086,270091270,1,2004,NA,Single Family,1,Residential
10087,220138000,1,1952,NA,Single Family,1,Residential
10088,580190000,1,1920,NA,Single Family,1,Residential
10089,55A134000,1,1925,NA,Single Family-1 Conversion,1,Residential
1009,41A101000,1,1937,NA,Single Family,1,Residential
10090,55A094200,1,1971,NA,Single Family Attached,2,Residential
10091,580232000,1,1935,NA,Single Family,1,Residential
10092,590012000,1,1938,NA,Single Family,1,Residential
10093,570048100,1,1989,NA,Single Family Attached,2,Residential
10094,22A001000 | 22A001000,2,1955,30888,Elementary Sch (Entire) | Elementary Sch (Entire),2,Commercial | Commercial
10095,570035000 | 570035000,2,1948,6230,Service Repair Garage | Service Repair Garage,1,Commercial | Commercial
10096,560115000,1,1957,NA,Single Family,1,Residential
10097,250043100,1,NA,NA,Vacant Land,0,Residential
10098,240084000,1,1965,NA,Single Family,1,Residential
10099,240143000,1,1979,NA,Single Family Attached,2,Residential
101,42C057000,1,1968,NA,Single Family,1,Residential
1010,42A028000,1,1957,NA,Single Family,1,Residential
10100,220164000,1,1951,NA,Single Family,1,Residential
10101,240190000,1,1978,NA,Single Family Attached,2,Residential
10102,240220000,1,1975,NA,Single Family Attached,2,Residential
10103,55A130100,1,1895,NA,Single Family-1 Conversion,1,Residential
10104,180024000,1,1920,NA,Single Family,1,Residential
10105,22A017000,1,1963,NA,Single Family,1,Residential
10106,220111000,1,1959,NA,Single Family-1 Conversion,1,Residential
10108,240109000,1,1962,NA,Apartments 1-10 units,2,Commercial
10109,570049000,1,1925,NA,Single Family,1,Residential
1011,41A001130,1,1985,NA,Single Family,1,Residential
10110,580205000,1,1920,NA,Single Family-1 Conversion,1,Residential
10111,250077000,1,NA,NA,Vacant Land,0,Residential
10112,270036000,1,1935,NA,Single Family,1,Residential
10113,560029000,1,2004,NA,Duplex,1,Residential
10114,240064000,1,1956,NA,Single Family,1,Residential
10115,240120000 | 240120100 | 240120101 | 240120110 | 240120120 | 240120130 | 240120140 | 240120150 | 240120160 | 240120170 | 240120180 | 240120190 | 240120200 | 240120201 | 240120210 | 240120220 | 240120230 | 240120240 | 240120300 | 240120400 | 240120500 | 240120600 | 240120700 | 240120800 | 240120900,25,2010,NA,Condo Common Area | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached | Single Family Attached,2,Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential
10116,180019000,1,1920,NA,Single Family,1,Residential
10117,240089000,1,1972,NA,Duplex,1,Residential
10118,580233000,1,1920,NA,Single Family,1,Residential
1012,43B002000,1,1957,NA,Single Family,1,Residential
10120,55A124000,1,1958,NA,Single Family,1,Residential
10121,560115100,1,1957,NA,Single Family,1,Residential
10122,18A004000 | 18A004000 | 18A004000,3,1950,4854,Apartments 1-10 units | Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial | Commercial
10123,590013000,1,1950,NA,Single Family,1,Residential
10124,220139000,1,1952,NA,Single Family,1,Residential
10125,270091200,1,2004,NA,Single Family,1,Residential
10127,250075000,1,1954,NA,Single Family,1,Residential
10128,220166000,1,2000,NA,Single Family,1,Residential
10129,570059000,1,1924,NA,Single Family,1,Residential
1013,43B025000,1,1962,NA,Single Family,1,Residential
10130,570133000,1,1993,4752,Apartments 1-10 units,2,Commercial
10131,560109000,1,2013,3120,Apartments over 20 units,2,Commercial
10132,570050000,1,1925,NA,Single Family,1,Residential
10133,240077000,1,1966,NA,Single Family,1,Residential
10134,55A0941A0,1,1971,NA,Single Family Attached,2,Residential
10135,240098000,1,1960,NA,Single Family,1,Residential
10136,250038000,1,1925,NA,Single Family,1,Residential
10137,240144000,1,1979,NA,Single Family Attached,2,Residential
10138,240221000,1,1975,NA,Single Family Attached,2,Residential
10139,240189000,1,1978,NA,Single Family Attached,2,Residential
1014,42A088000,1,1959,NA,Single Family,1,Residential
10140,55A130000,1,NA,NA,Vacant Land,0,Residential
10141,580206000,1,1973,NA,Duplex,1,Residential
10142,590001A00,1,1958,NA,Single Family,1,Residential
10144,55A124100,1,1958,NA,Single Family,1,Residential
10145,580226000,1,1920,NA,Single Family,1,Residential
10146,560044100 | 560044100,2,1987,4000,Office Building | Office Building,2,Commercial | Commercial
10147,570051000,1,1925,NA,Single Family,1,Residential
10148,210130000,1,1997,NA,Single Family,1,Residential
10149,270034000,1,1946,NA,Single Family,1,Residential
1015,42A033000,1,1958,NA,Single Family,1,Residential
10150,590014000,1,1950,NA,Single Family,1,Residential
